產品類型,產品名稱,產品型號,碳標籤證書,,,,公司/團體名稱,統一編號/農畜牧登字,生產廠場/服務廠場,,,,,,碳足跡數據,宣告單位,產品生命週期各階段碳足跡比例,,,,,採用產品類別規則(PCR),
,,,證書編號,生效日期,有效期限,狀態,,,名稱(1),地址(1),名稱(2),地址(2),名稱(3),地址(3),,,原料取得,製造/服務,配送銷售,使用,廢棄回收,編號,名稱
商品,茶籽堂桑白皮修護洗髮露,500mL,2503305001,2025/06/05,2030/06/04,有效,捷順企業股份有限公司,86602059,台灣法儂化粧品工廠有限公司萬興廠,臺中市大肚區沙田路3段245巷58-1號,宏昌興塑膠有限公司大園廠,桃園市大園區中正東路二段149巷62弄1號及3號,,,11.00kg,每瓶500mL,8.58%,0.48%,0.23%,90.60%,0.11%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,木蘭洗髮精,1000ml,2103305039,2021/12/05,2026/12/04,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,26.00kg,每瓶 1000ml,2.30%,1.10%,0.36%,96.19%,0.05%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,專業深層洗髮精,1000mL,2103305008,2021/05/26,2026/05/25,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,26.00kg,每瓶,3.52%,1.91%,0.41%,94.08%,0.08%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,綠茶洗髮精,1000ml,2003305023,2020/12/27,2025/12/26,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,26.00kg,每瓶1000ml,3.48%,1.27%,0.47%,94.70%,0.08%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,茶樹洗髮精,1000ml,2003305024,2020/12/27,2025/12/26,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,26.00kg,每瓶1000ml,3.55%,1.17%,0.45%,94.75%,0.08%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,蒲公英兒童溫和洗髮精,1000mL,2103305009,2021/05/26,2026/05/25,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,26.00kg,每瓶,2.90%,1.23%,0.43%,95.36%,0.08%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,歐萊德控油洗髮精(雪松橙香) ,5L,2103305012,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,130.00kg,每瓶,2.53%,0.96%,0.14%,96.33%,0.04%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,歐萊德深層洗髮精(薰衣草香),5L,2103305013,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,130.00kg,每瓶,3.00%,1.04%,0.46%,95.46%,0.04%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,竹萃保濕護髮素,250mL,2103305014,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,6.00kg,每瓶,5.50%,4.90%,0.51%,88.99%,0.10%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,雪松橙護髮素,1000mL,2103305015,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,22.00kg,每瓶,2.62%,2.15%,0.32%,94.86%,0.05%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,歐萊德保濕護髮素(木蘭香),5L,2103305016,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,110.00kg,每瓶,2.50%,1.89%,0.14%,95.43%,0.04%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,歐萊德護色護髮素(薔薇香),5L,2103305017,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,110.00kg,每瓶,2.52%,1.89%,0.15%,95.39%,0.05%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,海甘藍極致賦活護髮包,70mL ,2103305018,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,400.00g,每包,28.50%,25.25%,2.25%,43.50%,0.50%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,薔薇極光護色護髮包,70mL ,2103305019,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,360.00g,每包,23.18%,27.49%,2.16%,46.90%,0.27%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,玫瑰果精華優油,100mL,2103305021,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,550.00g,每瓶,62.83%,32.34%,3.16%,0.00%,1.67%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,咖啡因頭皮賦活精萃,55mL,2103305024,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,3.00kg,每瓶,32.98%,24.01%,1.24%,41.26%,0.51%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,活岩藻頭皮淨衡精萃,55mL,2103305025,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,4.00kg,每瓶,30.25%,30.33%,1.22%,37.70%,0.50%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,綠茶修護精華液,180mL,2103305027,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,850.00g,每瓶,22.21%,59.49%,17.38%,0.00%,0.92%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,銀杏護髮精質霜,100mL,2103305028,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,900.00g,每瓶,31.02%,57.98%,9.57%,0.00%,1.43%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,茶樹抗菌頭皮噴霧 ,50mL,2103305029,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,360.00g,每瓶,52.51%,41.62%,4.47%,0.00%,1.40%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,沁涼頭皮清新噴霧,50mL,2103305031,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,340.00g,每瓶,56.51%,39.35%,2.66%,0.00%,1.48%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,Hinoki檜木頭皮去角質凝露,240mL,2103305032,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,3.00kg,每瓶,13.55%,4.85%,0.93%,80.49%,0.18%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,綠茶沐浴乳,400mL,2103401001,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,45.00kg,每瓶,1.10%,0.57%,0.11%,98.20%,0.02%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,歐萊德保濕洗髮精(木蘭香) ,5L,2103305010,2021/05/26,2026/05/25,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,130.00kg,每瓶,2.29%,0.86%,0.13%,96.68%,0.04%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,歐萊德護色洗髮精(薔薇香),5L,2103305011,2021/05/26,2026/05/25,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,130.00kg,每瓶,2.29%,0.90%,0.12%,96.65%,0.04%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,桃花輕盈沐浴乳,400mL,2103401002,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,45.00kg,每瓶,1.12%,0.49%,0.22%,98.15%,0.02%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,玫瑰果潤澤沐浴乳,400mL,2103401003,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,45.00kg,每瓶,1.14%,0.49%,0.06%,98.29%,0.02%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,雪松橙沐浴乳,1000mL,2103401004,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,110.00kg,每瓶,0.80%,0.25%,0.09%,98.85%,0.01%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,歐錦葵嬰幼兒慕絲,650mL,2103401005,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,170.00kg,每瓶,0.26%,0.26%,0.47%,99.00%,0.01%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,合歡果泡沫洗手乳,650mL,2103401006,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,2.00kg,每瓶,27.61%,18.42%,4.87%,48.36%,0.74%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,茶樹洗手乳,1000ml,2103401007,2022/02/02,2027/02/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,3.00kg,每瓶1000ml,22.65%,19.54%,2.46%,54.91%,0.44%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,我型我秀泥 ,50mL,2103305035,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,650.00g,每瓶,33.44%,61.74%,3.89%,0.00%,0.93%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,自由意志泥,50mL,2103305036,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,700.00g,每瓶,27.74%,68.03%,2.77%,0.00%,1.46%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,撐撐水 ,180mL,2103305037,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,1.00kg,每瓶,32.74%,38.38%,28.13%,0.00%,0.75%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,植萃空氣雕,180mL,2103305038,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,800.00g,每瓶,25.72%,56.96%,16.31%,0.00%,1.01%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,枸杞恆潤撫紋菁萃,30ml,2103304002,2022/02/02,2027/02/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,550.00g,每瓶30mL,38.40%,56.88%,2.36%,0.00%,2.36%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,生薑按摩油(溫感),100mL,2103304001,2021/06/02,2026/06/01,有效,歐萊德國際股份有限公司,12890464,歐萊德國際股份有限公司綠色化粧品廠,桃園市龍潭區中豐路高平段18號,,,,,700.00g,每瓶,48.89%,46.66%,2.52%,0.00%,1.93%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,美琪抗菌洗手慕斯,500毫升,R2303307001,2023/07/19,2028/07/18,有效,美琪生技股份有限公司,15447704,美琪生技股份有限公司,桃園市新屋區社子里1鄰社子路92巷9號,,,,,0.00g,毫升,42.35%,7.10%,1.50%,47.99%,1.06%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,茶籽堂肖楠葉純淨洗手露,330mL,2503401001,2025/06/05,2030/06/04,有效,捷順企業股份有限公司,86602059,創同生技有限公司,新北市汐止區工建路368號8樓,宏昌興塑膠有限公司大園廠,桃園市大園區中正東路二段149巷62弄1號及3號,,,730.00g,每瓶330mL,67.08%,3.82%,2.05%,25.82%,1.23%,20-014,液劑化粧品及肌膚毛髮洗潔產品
商品,筆擦,ER-T12A,2104016008,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42號,,,,,120.00g,每塊(46.84g),51.36%,46.88%,0.70%,0.00%,1.06%,20-023,橡皮擦
商品,筆擦,ER-T20A,2104016007,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42 號,,,,,85.00g,每塊(24.1g),34.09%,64.45%,1.00%,0.00%,0.46%,20-023,橡皮擦
商品,筆擦,ER-T224A,2104016006,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42號,,,,,45.00g,每塊(20.66g),54.01%,43.67%,1.86%,0.00%,0.46%,20-023,橡皮擦
商品,筆擦,ER-T24A,2104016005,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42號,,,,,45.00g,每塊(17.74g),48.17%,50.28%,0.90%,0.00%,0.65%,20-023,橡皮擦
商品,筆擦,ER-T43A,2104016004,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42號,,,,,34.00g,每塊(12.3g),45.17%,53.20%,0.97%,0.00%,0.66%,20-023,橡皮擦
商品,筆擦,ER-T33A,2104016003,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42號,,,,,34.00g,每塊(13.57g),49.55%,49.82%,0.01%,0.00%,0.62%,20-023,橡皮擦
商品,筆擦,ER-T30A,2104016002,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42號,,,,,34.00g,每塊(13.57g),49.55%,49.82%,0.01%,0.00%,0.62%,20-023,橡皮擦
商品,筆擦,ER-T40A,2104016001,2021/07/29,2026/07/28,有效,富樂夢股份有限公司,68678247,富樂夢股份有限公司湖內廠,高雄市湖內區中山路二段42號,,,,,24.00g,每塊(9.43g),47.79%,50.93%,0.50%,0.00%,0.78%,20-023,橡皮擦
商品,全家食器洗潔液,-,2503402001,2025/08/14,2027/08/13,有效,華強實業股份有限公司,52610926,華強實業股份有限公司 桃園廠,桃園市龜山區興邦路35-1號,,,,,518.00g,每瓶300g,82.43%,9.90%,0.78%,6.74%,0.15%,20-025,家用清潔產品
商品,全家植物性洗衣精,-,2503402002,2025/08/14,2027/08/13,有效,華強實業股份有限公司,52610926,華強實業股份有限公司 桃園廠,桃園市龜山區興邦路35-1號,,,,,1797.00g,每瓶900g,82.00%,8.57%,0.59%,8.74%,0.10%,20-025,家用清潔產品
商品,全家植物性洗衣精450g補充包,-,2503402003,2025/08/14,2027/08/13,有效,華強實業股份有限公司,52610926,華強實業股份有限公司 桃園廠,桃園市龜山區興邦路35-1號,,,,,670.00g,每包450g,75.05%,11.47%,0.73%,11.73%,1.02%,20-025,家用清潔產品
商品,淨毒五郎蔬果清潔劑補充瓶(1000ml),1000毫升,2203402002,2022/01/22,2027/01/21,有效,淨毒五郎有限公司,24726432,淨毒五郎有限公司,新北市三重區重新路四段97號9樓之2,伯慶股份有限公司,桃園市桃園區大坑里南上路386巷13號1、2樓,,,1.00kg,每瓶(1000ml),51.74%,25.53%,1.29%,20.40%,1.04%,20-025,家用清潔產品
商品,全效強淨柔軟洗衣精(3500g),3500g,2303402001,2023/10/04,2028/10/03,有效,毛寶股份有限公司,34245356,毛寶股份有限公司新竹廠,新竹縣湖口鄉實踐路19號,,,,,2.00kg,每瓶全效強淨柔軟洗衣精(3500g),45.57%,7.04%,4.50%,38.39%,4.50%,20-025,家用清潔產品
商品,橘子工坊天然濃縮洗衣精-制菌力 1800 ml,-,2403402001,2024/06/01,2029/05/31,有效,永昇圃農業生物科技股份有限公司,70456798,永昇圃農業生物科技股份有限公司桃園廠,桃園市蘆竹區富國路三段1078之一號,,,,,2.00kg,1瓶(1800mL),61.56%,2.18%,2.83%,31.54%,1.89%,20-025,家用清潔產品
商品,橘子工坊五合一洗衣金球,12顆/罐,2203402003,2022/05/18,2027/05/17,有效,永豐餘消費品實業股份有限公司,22327037,永昇圃農業生技股份有限公司桃園廠,桃園市蘆竹區富國路三段1078 之1 號,,,,,1.00kg,1罐(12顆/罐，0.24kg/罐),39.67%,6.21%,0.17%,53.50%,0.45%,20-025,家用清潔產品
商品,淨毒五郎蔬果清潔劑(400ml),400毫升,2203402001,2022/01/22,2027/01/21,有效,淨毒五郎有限公司,24726432,淨毒五郎有限公司,新北市三重區三和路四段135巷53號1樓,伯慶股份有限公司,桃園市龜山區大坑里南上路386巷13號1、2樓,,,800.00g,每瓶(400ml),50.44%,35.81%,0.82%,11.53%,1.40%,20-025,家用清潔產品
商品,泡舒植物強效洗潔精965ml(1000g),4710186065538,2203402004,2022/06/08,2027/06/07,有效,耐斯企業股份有限公司,65403770,耐斯企業股份有限公司中興廠,嘉義縣民雄鄉北斗村中興一街7號,,,,,2.00kg,每瓶,64.41%,3.45%,4.02%,27.16%,0.96%,20-025,家用清潔產品
商品,泡舒植物強效洗潔精4.83L(5000g),4710186065545,2203402005,2022/06/08,2027/06/07,有效,耐斯企業股份有限公司,65403770,耐斯企業股份有限公司中興廠,嘉義縣民雄鄉北斗村中興一街7號,,,,,7.00kg,每瓶,61.18%,3.80%,4.28%,29.98%,0.76%,20-025,家用清潔產品
商品,葛莉思犬食 牛肉口味,2kg,2202309001,2022/02/23,2027/02/22,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司總廠,臺中市沙鹿區沙田路45號,,,,,6.00kg,每包（淨重2kg，乾式）,83.70%,14.88%,1.04%,0.00%,0.38%,21-004,犬、貓寵物食品
商品,葛莉思犬食 牛肉口味,3.5kg,2202309002,2022/02/23,2027/02/22,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司總廠,臺中市沙鹿區沙田路45號,,,,,12.00kg,每包（淨重3.5kg，乾式）,83.78%,14.93%,0.93%,0.00%,0.36%,21-004,犬、貓寵物食品
商品,葛莉思犬食 牛肉大餐,4kg,2202309003,2022/02/23,2027/02/22,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司總廠,臺中市沙鹿區沙田路45號,,,,,13.00kg,每包（淨重4kg，乾式）,83.86%,14.94%,0.84%,0.00%,0.36%,21-004,犬、貓寵物食品
商品,葛莉思犬食 牛肉口味,8kg,2202309004,2022/02/23,2027/02/22,有效,福壽實業股份有限公司,56192402,福壽實業股份有限公司總廠,臺中市沙鹿區沙田路45號,,,,,26.00kg,每包（淨重8kg，乾式）,84.13%,14.76%,0.92%,0.00%,0.19%,21-004,犬、貓寵物食品
